Name,Title,Header,TechRoot
INTERACTION_ARGUMENTS_MANIPULATION,INTERACTION_ARGUMENTS_MANIPULATION,interactioncontext.h,input_intcontext
INTERACTION_ARGUMENTS_TAP,INTERACTION_ARGUMENTS_TAP,interactioncontext.h,input_intcontext
INTERACTION_CONTEXT_CONFIGURATION,INTERACTION_CONTEXT_CONFIGURATION,interactioncontext.h,input_intcontext
INTERACTION_CONTEXT_OUTPUT,INTERACTION_CONTEXT_OUTPUT,interactioncontext.h,input_intcontext
MANIPULATION_TRANSFORM,MANIPULATION_TRANSFORM,interactioncontext.h,input_intcontext
MANIPULATION_VELOCITY,MANIPULATION_VELOCITY,interactioncontext.h,input_intcontext
IRadialControllerConfigurationInterop,IRadialControllerConfigurationInterop,radialcontrollerinterop.h,input_radial
IRadialControllerInterop,IRadialControllerInterop,radialcontrollerinterop.h,input_radial
_TrackMouseEvent,_TrackMouseEvent,commctrl.h,inputdev
ActivateKeyboardLayout,ActivateKeyboardLayout,winuser.h,inputdev
BlockInput,BlockInput,winuser.h,inputdev
DefRawInputProc,DefRawInputProc,winuser.h,inputdev
DragDetect,DragDetect,winuser.h,inputdev
EnableWindow,EnableWindow,winuser.h,inputdev
GET_APPCOMMAND_LPARAM,GET_APPCOMMAND_LPARAM,winuser.h,inputdev
GET_DEVICE_LPARAM,GET_DEVICE_LPARAM,winuser.h,inputdev
GET_FLAGS_LPARAM,GET_FLAGS_LPARAM,winuser.h,inputdev
GET_KEYSTATE_LPARAM,GET_KEYSTATE_LPARAM,winuser.h,inputdev
GET_KEYSTATE_WPARAM,GET_KEYSTATE_WPARAM,winuser.h,inputdev
GET_NCHITTEST_WPARAM,GET_NCHITTEST_WPARAM,winuser.h,inputdev
GET_RAWINPUT_CODE_WPARAM,GET_RAWINPUT_CODE_WPARAM,winuser.h,inputdev
GET_WHEEL_DELTA_WPARAM,GET_WHEEL_DELTA_WPARAM,winuser.h,inputdev
GET_XBUTTON_WPARAM,GET_XBUTTON_WPARAM,winuser.h,inputdev
GetActiveWindow,GetActiveWindow,winuser.h,inputdev
GetAsyncKeyState,GetAsyncKeyState,winuser.h,inputdev
GetCapture,GetCapture,winuser.h,inputdev
GetDoubleClickTime,GetDoubleClickTime,winuser.h,inputdev
GetFocus,GetFocus,winuser.h,inputdev
GetKBCodePage,GetKBCodePage,winuser.h,inputdev
GetKeyboardLayout,GetKeyboardLayout,winuser.h,inputdev
GetKeyboardLayoutList,GetKeyboardLayoutList,winuser.h,inputdev
GetKeyboardLayoutNameA,GetKeyboardLayoutNameA,winuser.h,inputdev
GetKeyboardLayoutNameW,GetKeyboardLayoutNameW,winuser.h,inputdev
GetKeyboardState,GetKeyboardState,winuser.h,inputdev
GetKeyboardType,GetKeyboardType,winuser.h,inputdev
GetKeyNameTextA,GetKeyNameTextA,winuser.h,inputdev
GetKeyNameTextW,GetKeyNameTextW,winuser.h,inputdev
GetKeyState,GetKeyState,winuser.h,inputdev
GetLastInputInfo,GetLastInputInfo,winuser.h,inputdev
GetMouseMovePointsEx,GetMouseMovePointsEx,winuser.h,inputdev
GetRawInputBuffer,GetRawInputBuffer,winuser.h,inputdev
GetRawInputData,GetRawInputData,winuser.h,inputdev
GetRawInputDeviceInfoA,GetRawInputDeviceInfoA,winuser.h,inputdev
GetRawInputDeviceInfoW,GetRawInputDeviceInfoW,winuser.h,inputdev
GetRawInputDeviceList,GetRawInputDeviceList,winuser.h,inputdev
GetRegisteredRawInputDevices,GetRegisteredRawInputDevices,winuser.h,inputdev
IsWindowEnabled,IsWindowEnabled,winuser.h,inputdev
keybd_event,keybd_event,winuser.h,inputdev
LoadKeyboardLayoutA,LoadKeyboardLayoutA,winuser.h,inputdev
LoadKeyboardLayoutW,LoadKeyboardLayoutW,winuser.h,inputdev
MapVirtualKeyA,MapVirtualKeyA,winuser.h,inputdev
MapVirtualKeyExA,MapVirtualKeyExA,winuser.h,inputdev
MapVirtualKeyExW,MapVirtualKeyExW,winuser.h,inputdev
MapVirtualKeyW,MapVirtualKeyW,winuser.h,inputdev
mouse_event,mouse_event,winuser.h,inputdev
NEXTRAWINPUTBLOCK,NEXTRAWINPUTBLOCK,winuser.h,inputdev
OemKeyScan,OemKeyScan,winuser.h,inputdev
RegisterHotKey,RegisterHotKey,winuser.h,inputdev
RegisterRawInputDevices,RegisterRawInputDevices,winuser.h,inputdev
ReleaseCapture,ReleaseCapture,winuser.h,inputdev
SendInput,SendInput,winuser.h,inputdev
SetActiveWindow,SetActiveWindow,winuser.h,inputdev
SetCapture,SetCapture,winuser.h,inputdev
SetDoubleClickTime,SetDoubleClickTime,winuser.h,inputdev
SetFocus,SetFocus,winuser.h,inputdev
SetKeyboardState,SetKeyboardState,winuser.h,inputdev
SwapMouseButton,SwapMouseButton,winuser.h,inputdev
ToAscii,ToAscii,winuser.h,inputdev
ToAsciiEx,ToAsciiEx,winuser.h,inputdev
ToUnicode,ToUnicode,winuser.h,inputdev
ToUnicodeEx,ToUnicodeEx,winuser.h,inputdev
TrackMouseEvent,TrackMouseEvent,winuser.h,inputdev
UnloadKeyboardLayout,UnloadKeyboardLayout,winuser.h,inputdev
UnregisterHotKey,UnregisterHotKey,winuser.h,inputdev
VkKeyScanA,VkKeyScanA,winuser.h,inputdev
VkKeyScanExA,VkKeyScanExA,winuser.h,inputdev
VkKeyScanExW,VkKeyScanExW,winuser.h,inputdev
VkKeyScanW,VkKeyScanW,winuser.h,inputdev
tagHARDWAREINPUT,HARDWAREINPUT,winuser.h,inputdev
tagINPUT,INPUT,winuser.h,inputdev
tagKEYBDINPUT,KEYBDINPUT,winuser.h,inputdev
tagLASTINPUTINFO,LASTINPUTINFO,winuser.h,inputdev
tagMOUSEINPUT,MOUSEINPUT,winuser.h,inputdev
tagMOUSEMOVEPOINT,MOUSEMOVEPOINT,winuser.h,inputdev
tagRAWHID,RAWHID,winuser.h,inputdev
tagRAWINPUT,RAWINPUT,winuser.h,inputdev
tagRAWINPUTDEVICE,RAWINPUTDEVICE,winuser.h,inputdev
tagRAWINPUTDEVICELIST,RAWINPUTDEVICELIST,winuser.h,inputdev
tagRAWINPUTHEADER,RAWINPUTHEADER,winuser.h,inputdev
tagRAWKEYBOARD,RAWKEYBOARD,winuser.h,inputdev
tagRAWMOUSE,RAWMOUSE,winuser.h,inputdev
tagRID_DEVICE_INFO_HID,RID_DEVICE_INFO_HID,winuser.h,inputdev
tagRID_DEVICE_INFO_KEYBOARD,RID_DEVICE_INFO_KEYBOARD,winuser.h,inputdev
tagRID_DEVICE_INFO_MOUSE,RID_DEVICE_INFO_MOUSE,winuser.h,inputdev
tagRID_DEVICE_INFO,RID_DEVICE_INFO,winuser.h,inputdev
tagTRACKMOUSEEVENT,TRACKMOUSEEVENT,winuser.h,inputdev
tagPOINTER_BUTTON_CHANGE_TYPE,POINTER_BUTTON_CHANGE_TYPE,winuser.h,InputMsg
tagPOINTER_INPUT_TYPE,tagPOINTER_INPUT_TYPE,winuser.h,InputMsg
EnableMouseInPointer,EnableMouseInPointer,winuser.h,InputMsg
GET_POINTERID_WPARAM,GET_POINTERID_WPARAM,winuser.h,InputMsg
GetPointerCursorId,GetPointerCursorId,winuser.h,InputMsg
GetPointerFrameInfo,GetPointerFrameInfo,winuser.h,InputMsg
GetPointerFrameInfoHistory,GetPointerFrameInfoHistory,winuser.h,InputMsg
GetPointerFramePenInfo,GetPointerFramePenInfo,winuser.h,InputMsg
GetPointerFramePenInfoHistory,GetPointerFramePenInfoHistory,winuser.h,InputMsg
GetPointerFrameTouchInfo,GetPointerFrameTouchInfo,winuser.h,InputMsg
GetPointerFrameTouchInfoHistory,GetPointerFrameTouchInfoHistory,winuser.h,InputMsg
GetPointerInfo,GetPointerInfo,winuser.h,InputMsg
GetPointerInfoHistory,GetPointerInfoHistory,winuser.h,InputMsg
GetPointerInputTransform,GetPointerInputTransform,winuser.h,InputMsg
GetPointerPenInfo,GetPointerPenInfo,winuser.h,InputMsg
GetPointerPenInfoHistory,GetPointerPenInfoHistory,winuser.h,InputMsg
GetPointerTouchInfo,GetPointerTouchInfo,winuser.h,InputMsg
GetPointerTouchInfoHistory,GetPointerTouchInfoHistory,winuser.h,InputMsg
GetPointerType,GetPointerType,winuser.h,InputMsg
GetUnpredictedMessagePos,GetUnpredictedMessagePos,winuser.h,InputMsg
HAS_POINTER_CONFIDENCE_WPARAM,HAS_POINTER_CONFIDENCE_WPARAM,winuser.h,InputMsg
IS_POINTER_CANCELED_WPARAM,IS_POINTER_CANCELED_WPARAM,winuser.h,InputMsg
IS_POINTER_FIFTHBUTTON_WPARAM,IS_POINTER_FIFTHBUTTON_WPARAM,winuser.h,InputMsg
IS_POINTER_FIRSTBUTTON_WPARAM,IS_POINTER_FIRSTBUTTON_WPARAM,winuser.h,InputMsg
IS_POINTER_FLAG_SET_WPARAM,IS_POINTER_FLAG_SET_WPARAM,winuser.h,InputMsg
IS_POINTER_FOURTHBUTTON_WPARAM,IS_POINTER_FOURTHBUTTON_WPARAM,winuser.h,InputMsg
IS_POINTER_INCONTACT_WPARAM,IS_POINTER_INCONTACT_WPARAM,winuser.h,InputMsg
IS_POINTER_INRANGE_WPARAM,IS_POINTER_INRANGE_WPARAM,winuser.h,InputMsg
IS_POINTER_NEW_WPARAM,IS_POINTER_NEW_WPARAM,winuser.h,InputMsg
IS_POINTER_SECONDBUTTON_WPARAM,IS_POINTER_SECONDBUTTON_WPARAM,winuser.h,InputMsg
IS_POINTER_THIRDBUTTON_WPARAM,IS_POINTER_THIRDBUTTON_WPARAM,winuser.h,InputMsg
IsMouseInPointerEnabled,IsMouseInPointerEnabled,winuser.h,InputMsg
SkipPointerFrameMessages,SkipPointerFrameMessages,winuser.h,InputMsg
tagINPUT_TRANSFORM,INPUT_TRANSFORM,winuser.h,InputMsg
tagPOINTER_INFO,POINTER_INFO,winuser.h,InputMsg
tagPOINTER_PEN_INFO,POINTER_PEN_INFO,winuser.h,InputMsg
tagPOINTER_TOUCH_INFO,POINTER_TOUCH_INFO,winuser.h,InputMsg
tagTouchPredictionParameters,TOUCHPREDICTIONPARAMETERS,winuser.h,InputMsg
GetDateFormatA,GetDateFormatA,datetimeapi.h,Intl
GetDateFormatEx,GetDateFormatEx,datetimeapi.h,Intl
GetDateFormatW,GetDateFormatW,datetimeapi.h,Intl
GetTimeFormatA,GetTimeFormatA,datetimeapi.h,Intl
GetTimeFormatEx,GetTimeFormatEx,datetimeapi.h,Intl
GetTimeFormatW,GetTimeFormatW,datetimeapi.h,Intl
,PFN_MAPPINGCALLBACKPROC,elscore.h,Intl
MappingDoAction,MappingDoAction,elscore.h,Intl
MappingFreePropertyBag,MappingFreePropertyBag,elscore.h,Intl
MappingFreeServices,MappingFreeServices,elscore.h,Intl
MappingGetServices,MappingGetServices,elscore.h,Intl
MappingRecognizeText,MappingRecognizeText,elscore.h,Intl
_MAPPING_DATA_RANGE,MAPPING_DATA_RANGE,elscore.h,Intl
_MAPPING_ENUM_OPTIONS,MAPPING_ENUM_OPTIONS,elscore.h,Intl
_MAPPING_OPTIONS,MAPPING_OPTIONS,elscore.h,Intl
_MAPPING_PROPERTY_BAG,MAPPING_PROPERTY_BAG,elscore.h,Intl
_MAPPING_SERVICE_INFO,MAPPING_SERVICE_INFO,elscore.h,Intl
NlsDllCodePageTranslation,NlsDllCodePageTranslation,gb18030.h,Intl
IImePad,IImePad,imepad.h,Intl
IImePadApplet,IImePadApplet,imepad.h,Intl
IImeSpecifyApplets,IImeSpecifyApplets,imepad.h,Intl
tagAPPLETIDLIST,APPLETIDLIST,imepad.h,Intl
tagAPPLETCFG,IMEAPPLETCFG,imepad.h,Intl
tagIMEAPPLETUI,IMEAPPLETUI,imepad.h,Intl
tagIMECOMPOSITIONSTRINGINFO,IMECOMPOSITIONSTRINGINFO,imepad.h,Intl
,IMCENUMPROC,imm.h,Intl
,REGISTERWORDENUMPROCA,imm.h,Intl
,REGISTERWORDENUMPROCW,imm.h,Intl
ImmAssociateContext,ImmAssociateContext,imm.h,Intl
ImmAssociateContextEx,ImmAssociateContextEx,imm.h,Intl
ImmConfigureIMEA,ImmConfigureIMEA,imm.h,Intl
ImmConfigureIMEW,ImmConfigureIMEW,imm.h,Intl
ImmCreateContext,ImmCreateContext,imm.h,Intl
ImmDestroyContext,ImmDestroyContext,imm.h,Intl
ImmDisableIME,ImmDisableIME,imm.h,Intl
ImmDisableLegacyIME,ImmDisableLegacyIME,imm.h,Intl
ImmDisableTextFrameService,ImmDisableTextFrameService,imm.h,Intl
ImmEnumInputContext,ImmEnumInputContext,imm.h,Intl
ImmEnumRegisterWordA,ImmEnumRegisterWordA,imm.h,Intl
ImmEnumRegisterWordW,ImmEnumRegisterWordW,imm.h,Intl
ImmEscapeA,ImmEscapeA,imm.h,Intl
ImmEscapeW,ImmEscapeW,imm.h,Intl
ImmGetCandidateListA,ImmGetCandidateListA,imm.h,Intl
ImmGetCandidateListCountA,ImmGetCandidateListCountA,imm.h,Intl
ImmGetCandidateListCountW,ImmGetCandidateListCountW,imm.h,Intl
ImmGetCandidateListW,ImmGetCandidateListW,imm.h,Intl
ImmGetCandidateWindow,ImmGetCandidateWindow,imm.h,Intl
ImmGetCompositionFontA,ImmGetCompositionFontA,imm.h,Intl
ImmGetCompositionFontW,ImmGetCompositionFontW,imm.h,Intl
ImmGetCompositionStringA,ImmGetCompositionStringA,imm.h,Intl
ImmGetCompositionStringW,ImmGetCompositionStringW,imm.h,Intl
ImmGetCompositionWindow,ImmGetCompositionWindow,imm.h,Intl
ImmGetContext,ImmGetContext,imm.h,Intl
ImmGetConversionListA,ImmGetConversionListA,imm.h,Intl
ImmGetConversionListW,ImmGetConversionListW,imm.h,Intl
ImmGetConversionStatus,ImmGetConversionStatus,imm.h,Intl
ImmGetDefaultIMEWnd,ImmGetDefaultIMEWnd,imm.h,Intl
ImmGetDescriptionA,ImmGetDescriptionA,imm.h,Intl
ImmGetDescriptionW,ImmGetDescriptionW,imm.h,Intl
ImmGetGuideLineA,ImmGetGuideLineA,imm.h,Intl
ImmGetGuideLineW,ImmGetGuideLineW,imm.h,Intl
ImmGetIMEFileNameA,ImmGetIMEFileNameA,imm.h,Intl
ImmGetIMEFileNameW,ImmGetIMEFileNameW,imm.h,Intl
ImmGetImeMenuItemsA,ImmGetImeMenuItemsA,imm.h,Intl
ImmGetImeMenuItemsW,ImmGetImeMenuItemsW,imm.h,Intl
ImmGetOpenStatus,ImmGetOpenStatus,imm.h,Intl
ImmGetProperty,ImmGetProperty,imm.h,Intl
ImmGetRegisterWordStyleA,ImmGetRegisterWordStyleA,imm.h,Intl
ImmGetRegisterWordStyleW,ImmGetRegisterWordStyleW,imm.h,Intl
ImmGetStatusWindowPos,ImmGetStatusWindowPos,imm.h,Intl
ImmGetVirtualKey,ImmGetVirtualKey,imm.h,Intl
ImmInstallIMEA,ImmInstallIMEA,imm.h,Intl
ImmInstallIMEW,ImmInstallIMEW,imm.h,Intl
ImmIsIME,ImmIsIME,imm.h,Intl
ImmIsUIMessageA,ImmIsUIMessageA,imm.h,Intl
ImmIsUIMessageW,ImmIsUIMessageW,imm.h,Intl
ImmNotifyIME,ImmNotifyIME,imm.h,Intl
ImmRegisterWordA,ImmRegisterWordA,imm.h,Intl
ImmRegisterWordW,ImmRegisterWordW,imm.h,Intl
ImmReleaseContext,ImmReleaseContext,imm.h,Intl
ImmSetCandidateWindow,ImmSetCandidateWindow,imm.h,Intl
ImmSetCompositionFontA,ImmSetCompositionFontA,imm.h,Intl
ImmSetCompositionFontW,ImmSetCompositionFontW,imm.h,Intl
ImmSetCompositionStringA,ImmSetCompositionStringA,imm.h,Intl
ImmSetCompositionStringW,ImmSetCompositionStringW,imm.h,Intl
ImmSetCompositionWindow,ImmSetCompositionWindow,imm.h,Intl
ImmSetConversionStatus,ImmSetConversionStatus,imm.h,Intl
ImmSetOpenStatus,ImmSetOpenStatus,imm.h,Intl
ImmSetStatusWindowPos,ImmSetStatusWindowPos,imm.h,Intl
ImmSimulateHotKey,ImmSimulateHotKey,imm.h,Intl
ImmUnregisterWordA,ImmUnregisterWordA,imm.h,Intl
ImmUnregisterWordW,ImmUnregisterWordW,imm.h,Intl
tagCANDIDATEFORM,CANDIDATEFORM,imm.h,Intl
tagCANDIDATELIST,CANDIDATELIST,imm.h,Intl
tagCOMPOSITIONFORM,COMPOSITIONFORM,imm.h,Intl
tagIMECHARPOSITION,IMECHARPOSITION,imm.h,Intl
tagIMEMENUITEMINFOA,IMEMENUITEMINFOA,imm.h,Intl
tagIMEMENUITEMINFOW,IMEMENUITEMINFOW,imm.h,Intl
tagRECONVERTSTRING,RECONVERTSTRING,imm.h,Intl
tagREGISTERWORDA,REGISTERWORDA,imm.h,Intl
tagREGISTERWORDW,REGISTERWORDW,imm.h,Intl
tagSTYLEBUFA,STYLEBUFA,imm.h,Intl
tagSTYLEBUFW,STYLEBUFW,imm.h,Intl
,IMCENUMPROC,immdev.h,Intl
,REGISTERWORDENUMPROCA,immdev.h,Intl
,REGISTERWORDENUMPROCW,immdev.h,Intl
ImmAssociateContext,ImmAssociateContext,immdev.h,Intl
ImmAssociateContextEx,ImmAssociateContextEx,immdev.h,Intl
ImmConfigureIMEA,ImmConfigureIMEA,immdev.h,Intl
ImmConfigureIMEW,ImmConfigureIMEW,immdev.h,Intl
ImmCreateContext,ImmCreateContext,immdev.h,Intl
ImmDestroyContext,ImmDestroyContext,immdev.h,Intl
ImmDisableIME,ImmDisableIME,immdev.h,Intl
ImmDisableLegacyIME,ImmDisableLegacyIME,immdev.h,Intl
ImmDisableTextFrameService,ImmDisableTextFrameService,immdev.h,Intl
ImmEnumInputContext,ImmEnumInputContext,immdev.h,Intl
ImmEnumRegisterWordA,ImmEnumRegisterWordA,immdev.h,Intl
ImmEnumRegisterWordW,ImmEnumRegisterWordW,immdev.h,Intl
ImmEscapeA,ImmEscapeA,immdev.h,Intl
ImmEscapeW,ImmEscapeW,immdev.h,Intl
ImmGetCandidateListA,ImmGetCandidateListA,immdev.h,Intl
ImmGetCandidateListCountA,ImmGetCandidateListCountA,immdev.h,Intl
ImmGetCandidateListCountW,ImmGetCandidateListCountW,immdev.h,Intl
ImmGetCandidateListW,ImmGetCandidateListW,immdev.h,Intl
ImmGetCandidateWindow,ImmGetCandidateWindow,immdev.h,Intl
ImmGetCompositionFontA,ImmGetCompositionFontA,immdev.h,Intl
ImmGetCompositionFontW,ImmGetCompositionFontW,immdev.h,Intl
ImmGetCompositionStringA,ImmGetCompositionStringA,immdev.h,Intl
ImmGetCompositionStringW,ImmGetCompositionStringW,immdev.h,Intl
ImmGetCompositionWindow,ImmGetCompositionWindow,immdev.h,Intl
ImmGetContext,ImmGetContext,immdev.h,Intl
ImmGetConversionListA,ImmGetConversionListA,immdev.h,Intl
ImmGetConversionListW,ImmGetConversionListW,immdev.h,Intl
ImmGetConversionStatus,ImmGetConversionStatus,immdev.h,Intl
ImmGetDefaultIMEWnd,ImmGetDefaultIMEWnd,immdev.h,Intl
ImmGetDescriptionA,ImmGetDescriptionA,immdev.h,Intl
ImmGetDescriptionW,ImmGetDescriptionW,immdev.h,Intl
ImmGetGuideLineA,ImmGetGuideLineA,immdev.h,Intl
ImmGetGuideLineW,ImmGetGuideLineW,immdev.h,Intl
ImmGetIMEFileNameA,ImmGetIMEFileNameA,immdev.h,Intl
ImmGetIMEFileNameW,ImmGetIMEFileNameW,immdev.h,Intl
ImmGetImeMenuItemsA,ImmGetImeMenuItemsA,immdev.h,Intl
ImmGetImeMenuItemsW,ImmGetImeMenuItemsW,immdev.h,Intl
ImmGetOpenStatus,ImmGetOpenStatus,immdev.h,Intl
ImmGetProperty,ImmGetProperty,immdev.h,Intl
ImmGetRegisterWordStyleA,ImmGetRegisterWordStyleA,immdev.h,Intl
ImmGetRegisterWordStyleW,ImmGetRegisterWordStyleW,immdev.h,Intl
ImmGetStatusWindowPos,ImmGetStatusWindowPos,immdev.h,Intl
ImmGetVirtualKey,ImmGetVirtualKey,immdev.h,Intl
ImmInstallIMEA,ImmInstallIMEA,immdev.h,Intl
ImmInstallIMEW,ImmInstallIMEW,immdev.h,Intl
ImmIsIME,ImmIsIME,immdev.h,Intl
ImmIsUIMessageA,ImmIsUIMessageA,immdev.h,Intl
ImmIsUIMessageW,ImmIsUIMessageW,immdev.h,Intl
ImmNotifyIME,ImmNotifyIME,immdev.h,Intl
ImmRegisterWordA,ImmRegisterWordA,immdev.h,Intl
ImmRegisterWordW,ImmRegisterWordW,immdev.h,Intl
ImmReleaseContext,ImmReleaseContext,immdev.h,Intl
ImmRequestMessageA,ImmRequestMessageA,immdev.h,Intl
ImmRequestMessageW,ImmRequestMessageW,immdev.h,Intl
ImmSetCandidateWindow,ImmSetCandidateWindow,immdev.h,Intl
ImmSetCompositionFontA,ImmSetCompositionFontA,immdev.h,Intl
ImmSetCompositionFontW,ImmSetCompositionFontW,immdev.h,Intl
ImmSetCompositionStringA,ImmSetCompositionStringA,immdev.h,Intl
ImmSetCompositionStringW,ImmSetCompositionStringW,immdev.h,Intl
ImmSetCompositionWindow,ImmSetCompositionWindow,immdev.h,Intl
ImmSetConversionStatus,ImmSetConversionStatus,immdev.h,Intl
ImmSetOpenStatus,ImmSetOpenStatus,immdev.h,Intl
ImmSetStatusWindowPos,ImmSetStatusWindowPos,immdev.h,Intl
ImmSimulateHotKey,ImmSimulateHotKey,immdev.h,Intl
ImmUnregisterWordA,ImmUnregisterWordA,immdev.h,Intl
ImmUnregisterWordW,ImmUnregisterWordW,immdev.h,Intl
tagCANDIDATEFORM,CANDIDATEFORM,immdev.h,Intl
tagCANDIDATELIST,CANDIDATELIST,immdev.h,Intl
tagCOMPOSITIONFORM,COMPOSITIONFORM,immdev.h,Intl
tagIMECHARPOSITION,IMECHARPOSITION,immdev.h,Intl
tagIMEMENUITEMINFOA,IMEMENUITEMINFOA,immdev.h,Intl
tagIMEMENUITEMINFOW,IMEMENUITEMINFOW,immdev.h,Intl
tagRECONVERTSTRING,RECONVERTSTRING,immdev.h,Intl
tagREGISTERWORDA,REGISTERWORDA,immdev.h,Intl
tagREGISTERWORDW,REGISTERWORDW,immdev.h,Intl
tagSTYLEBUFA,STYLEBUFA,immdev.h,Intl
tagSTYLEBUFW,STYLEBUFW,immdev.h,Intl
FindStringOrdinal,FindStringOrdinal,libloaderapi.h,Intl
__unnamed_enum_2,IMEUCT,msime.h,Intl
CreateIFECommonInstance,CreateIFECommonInstance,msime.h,Intl
CreateIFEDictionaryInstance,CreateIFEDictionaryInstance,msime.h,Intl
CreateIFELanguageInstance,CreateIFELanguageInstance,msime.h,Intl
IFECommon,IFECommon,msime.h,Intl
IFEDictionary,IFEDictionary,msime.h,Intl
IFELanguage,IFELanguage,msime.h,Intl
_IMEDLG,IMEDLG,msime.h,Intl
_IMESHF,IMESHF,msime.h,Intl
_IMEWRD,IMEWRD,msime.h,Intl
_POSTBL,POSTBL,msime.h,Intl
IImePlugInDictDictionaryList,IImePlugInDictDictionaryList,msimeapi.h,Intl
FreeMUILibrary,FreeMUILibrary,muiload.h,Intl
GetUILanguageFallbackList,GetUILanguageFallbackList,muiload.h,Intl
LoadMUILibraryA,LoadMUILibraryA,muiload.h,Intl
LoadMUILibraryW,LoadMUILibraryW,muiload.h,Intl
CORRECTIVE_ACTION,CORRECTIVE_ACTION,spellcheck.h,Intl
WORDLIST_TYPE,WORDLIST_TYPE,spellcheck.h,Intl
IEnumSpellingError,IEnumSpellingError,spellcheck.h,Intl
IOptionDescription,IOptionDescription,spellcheck.h,Intl
ISpellChecker,ISpellChecker,spellcheck.h,Intl
ISpellChecker2,ISpellChecker2,spellcheck.h,Intl
ISpellCheckerChangedEventHandler,ISpellCheckerChangedEventHandler,spellcheck.h,Intl
ISpellCheckerFactory,ISpellCheckerFactory,spellcheck.h,Intl
ISpellingError,ISpellingError,spellcheck.h,Intl
IUserDictionariesRegistrar,IUserDictionariesRegistrar,spellcheck.h,Intl
IComprehensiveSpellCheckProvider,IComprehensiveSpellCheckProvider,spellcheckprovider.h,Intl
ISpellCheckProvider,ISpellCheckProvider,spellcheckprovider.h,Intl
ISpellCheckProviderFactory,ISpellCheckProviderFactory,spellcheckprovider.h,Intl
CompareStringEx,CompareStringEx,stringapiset.h,Intl
CompareStringOrdinal,CompareStringOrdinal,stringapiset.h,Intl
CompareStringW,CompareStringW,stringapiset.h,Intl
FoldStringW,FoldStringW,stringapiset.h,Intl
GetStringTypeExW,GetStringTypeExW,stringapiset.h,Intl
GetStringTypeW,GetStringTypeW,stringapiset.h,Intl
MultiByteToWideChar,MultiByteToWideChar,stringapiset.h,Intl
WideCharToMultiByte,WideCharToMultiByte,stringapiset.h,Intl
tag_SCRIPT_JUSTIFY,SCRIPT_JUSTIFY,usp10.h,Intl
ScriptApplyDigitSubstitution,ScriptApplyDigitSubstitution,usp10.h,Intl
ScriptApplyLogicalWidth,ScriptApplyLogicalWidth,usp10.h,Intl
ScriptBreak,ScriptBreak,usp10.h,Intl
ScriptCacheGetHeight,ScriptCacheGetHeight,usp10.h,Intl
ScriptCPtoX,ScriptCPtoX,usp10.h,Intl
ScriptFreeCache,ScriptFreeCache,usp10.h,Intl
ScriptGetCMap,ScriptGetCMap,usp10.h,Intl
ScriptGetFontAlternateGlyphs,ScriptGetFontAlternateGlyphs,usp10.h,Intl
ScriptGetFontFeatureTags,ScriptGetFontFeatureTags,usp10.h,Intl
ScriptGetFontLanguageTags,ScriptGetFontLanguageTags,usp10.h,Intl
ScriptGetFontProperties,ScriptGetFontProperties,usp10.h,Intl
ScriptGetFontScriptTags,ScriptGetFontScriptTags,usp10.h,Intl
ScriptGetGlyphABCWidth,ScriptGetGlyphABCWidth,usp10.h,Intl
ScriptGetLogicalWidths,ScriptGetLogicalWidths,usp10.h,Intl
ScriptGetProperties,ScriptGetProperties,usp10.h,Intl
ScriptIsComplex,ScriptIsComplex,usp10.h,Intl
ScriptItemize,ScriptItemize,usp10.h,Intl
ScriptItemizeOpenType,ScriptItemizeOpenType,usp10.h,Intl
ScriptJustify,ScriptJustify,usp10.h,Intl
ScriptLayout,ScriptLayout,usp10.h,Intl
ScriptPlace,ScriptPlace,usp10.h,Intl
ScriptPlaceOpenType,ScriptPlaceOpenType,usp10.h,Intl
ScriptPositionSingleGlyph,ScriptPositionSingleGlyph,usp10.h,Intl
ScriptRecordDigitSubstitution,ScriptRecordDigitSubstitution,usp10.h,Intl
ScriptShape,ScriptShape,usp10.h,Intl
ScriptShapeOpenType,ScriptShapeOpenType,usp10.h,Intl
ScriptString_pcOutChars,ScriptString_pcOutChars,usp10.h,Intl
ScriptString_pLogAttr,ScriptString_pLogAttr,usp10.h,Intl
ScriptString_pSize,ScriptString_pSize,usp10.h,Intl
ScriptStringAnalyse,ScriptStringAnalyse,usp10.h,Intl
ScriptStringCPtoX,ScriptStringCPtoX,usp10.h,Intl
ScriptStringFree,ScriptStringFree,usp10.h,Intl
ScriptStringGetLogicalWidths,ScriptStringGetLogicalWidths,usp10.h,Intl
ScriptStringGetOrder,ScriptStringGetOrder,usp10.h,Intl
ScriptStringOut,ScriptStringOut,usp10.h,Intl
ScriptStringValidate,ScriptStringValidate,usp10.h,Intl
ScriptStringXtoCP,ScriptStringXtoCP,usp10.h,Intl
ScriptSubstituteSingleGlyph,ScriptSubstituteSingleGlyph,usp10.h,Intl
ScriptTextOut,ScriptTextOut,usp10.h,Intl
ScriptXtoCP,ScriptXtoCP,usp10.h,Intl
tagGOFFSET,GOFFSET,usp10.h,Intl
opentype_feature_record,OPENTYPE_FEATURE_RECORD,usp10.h,Intl
tag_SCRIPT_ANALYSIS,SCRIPT_ANALYSIS,usp10.h,Intl
script_charprop,SCRIPT_CHARPROP,usp10.h,Intl
